Abilities,Against Bug,Against Dark,Against Dragon,Against Electric,Against Fairy,Against Fighting,Against Fire,Against Flying,Against Ghost,Against Grass,Against Ground,Against Ice,Against Normal,Against Poison,Against Psychic,Against Rock,Against Steel,Against Water,Alolan Form,Att,BMI,BST,Catch Rate,Def,Experience to level 100,Experience type,Final Evolution,Galarian Form,Generation,HP,Height,Legendary,Mean,Mega Evolution,Name,Number,Spa,Spd,Spe,Standard Deviation,Type 1,Type 2,Weight,_id
"['Pickup', 'Rattled', 'Technician']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,35,26.3,290,255,35,1000000,Medium Fast,0.0,0.0,7.0,40,0.4,0.0,48.333333333333336,0.0,Alolan Meowth,52,50,40,90,19.29306150465037,Dark,,4.2,635f06c6d0384d8adc85cefa
"['Pickup', 'Tough Claws', 'Unnerve']",0.5,1.0,0.5,1.0,0.5,2.0,2.0,0.5,1.0,0.5,2.0,0.5,0.5,0.0,0.5,0.5,0.5,1.0,0.0,65,46.9,290,255,55,1000000,Medium Fast,0.0,1.0,8.0,50,0.4,0.0,48.333333333333336,0.0,Galarian Meowth,52,40,40,40,9.428090415820632,Steel,,7.5,635f06c6d0384d8adc85cefb
"['Limber', 'Technician', 'Unnerve']",1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,70,32.0,440,90,60,1000000,Medium Fast,1.0,0.0,1.0,65,1.0,0.0,73.33333333333333,0.0,Persian,53,65,65,115,18.856180831641268,Normal,,32.0,635f06c6d0384d8adc85cefc
"['Fur Coat', 'Rattled', 'Technician']",2.0,0.5,1.0,1.0,2.0,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,60,27.3,440,90,60,1000000,Medium Fast,1.0,0.0,7.0,65,1.1,0.0,73.33333333333333,0.0,Alolan Persian,53,75,65,115,19.29306150465037,Dark,,33.0,635f06c6d0384d8adc85cefd
"['Cloud Nine', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,52,30.6,320,190,48,1000000,Medium Fast,0.0,0.0,1.0,50,0.8,0.0,53.333333333333336,0.0,Psyduck,54,65,50,55,5.647024782032472,Water,,19.6,635f06c6d0384d8adc85cefe
"['Cloud Nine', 'Damp', 'Swift Swim']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,82,26.5,500,75,78,1000000,Medium Fast,1.0,0.0,1.0,80,1.7,0.0,83.33333333333333,0.0,Golduck,55,95,80,85,5.647024782032472,Water,,76.6,635f06c6d0384d8adc85ceff
"['Anger Point', 'Defiant', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,80,112.0,305,190,35,1000000,Medium Fast,0.0,0.0,1.0,40,0.5,0.0,50.833333333333336,0.0,Mankey,56,35,45,70,17.658016750347574,Fighting,,28.0,635f06c6d0384d8adc85cf00
"['Anger Point', 'Defiant', 'Vital Spirit']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,105,32.0,455,75,60,1000000,Medium Fast,1.0,0.0,1.0,65,1.0,0.0,75.83333333333333,0.0,Primeape,57,60,70,95,17.658016750347574,Fighting,,32.0,635f06c6d0384d8adc85cf01
"['Flash Fire', 'Intimidate', 'Justified']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,70,38.8,350,190,45,1250000,Slow,0.0,0.0,1.0,55,0.7,0.0,58.333333333333336,0.0,Growlithe,58,70,50,60,9.428090415820634,Fire,,19.0,635f06c6d0384d8adc85cf02
"['Flash Fire', 'Intimidate', 'Justified']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,110,42.9,555,75,80,1250000,Slow,1.0,0.0,1.0,90,1.9,0.0,92.5,0.0,Arcanine,59,100,80,95,10.70436048222094,Fire,,155.0,635f06c6d0384d8adc85cf03
"['Damp', 'Swift Swim', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,50,34.4,300,255,40,1059860,Medium Slow,0.0,0.0,1.0,40,0.6,0.0,50.0,0.0,Poliwag,60,40,40,90,18.257418583505537,Water,,12.4,635f06c6d0384d8adc85cf04
"['Damp', 'Swift Swim', 'Water Absorb']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,65,20.0,385,120,65,1059860,Medium Slow,0.0,0.0,1.0,65,1.0,0.0,64.16666666666667,0.0,Poliwhirl,61,50,50,90,13.359349618234498,Water,,20.0,635f06c6d0384d8adc85cf05
"['Damp', 'Swift Swim', 'Water Absorb']",0.5,0.5,1.0,2.0,2.0,1.0,0.5,2.0,1.0,2.0,1.0,0.5,1.0,1.0,2.0,0.5,0.5,0.5,0.0,95,32.0,510,45,95,1059860,Medium Slow,1.0,0.0,1.0,90,1.3,0.0,85.0,0.0,Poliwrath,62,70,90,70,10.801234497346432,Water,Fighting,54.0,635f06c6d0384d8adc85cf06
"['Inner Focus', 'Magic Guard', 'Synchronize']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,20,24.1,310,200,15,1059860,Medium Slow,0.0,0.0,1.0,25,0.9,0.0,51.66666666666666,0.0,Abra,63,105,55,90,35.079275299748645,Psychic,,19.5,635f06c6d0384d8adc85cf07
"['Inner Focus', 'Magic Guard', 'Synchronize']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,35,33.4,400,100,30,1059860,Medium Slow,0.0,0.0,1.0,40,1.3,0.0,66.66666666666667,0.0,Kadabra,64,120,70,105,35.079275299748645,Psychic,,56.5,635f06c6d0384d8adc85cf08
"['Inner Focus', 'Magic Guard', 'Synchronize']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,50,21.3,500,50,45,1059860,Medium Slow,1.0,0.0,1.0,55,1.5,0.0,83.33333333333333,0.0,Alakazam,65,135,95,120,35.433819375782164,Psychic,,48.0,635f06c6d0384d8adc85cf09
"['Trace']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,50,33.3,590,50,65,1059860,Medium Slow,1.0,0.0,6.0,55,1.2,0.0,98.33333333333331,1.0,Mega Alakazam,65,175,95,150,48.102898965539374,Psychic,,48.0,635f06c6d0384d8adc85cf0a
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,80,30.5,305,180,50,1059860,Medium Slow,0.0,0.0,1.0,70,0.8,0.0,50.833333333333336,0.0,Machop,66,35,35,35,18.12380264244296,Fighting,,19.5,635f06c6d0384d8adc85cf0b
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,100,31.3,405,90,70,1059860,Medium Slow,0.0,0.0,1.0,80,1.5,0.0,67.5,0.0,Machoke,67,50,60,45,18.65252440466616,Fighting,,70.5,635f06c6d0384d8adc85cf0c
"['Guts', 'No Guard', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,130,50.8,505,45,80,1059860,Medium Slow,1.0,0.0,1.0,90,1.6,0.0,84.16666666666667,0.0,Machamp,68,65,85,55,23.702437755546484,Fighting,,130.0,635f06c6d0384d8adc85cf0d
"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,75,8.2,300,255,35,1059860,Medium Slow,0.0,0.0,1.0,50,0.7,0.0,50.0,0.0,Bellsprout,69,70,30,40,17.078251276599328,Grass,Poison,4.0,635f06c6d0384d8adc85cf0e
"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,90,6.4,390,120,50,1059860,Medium Slow,0.0,0.0,1.0,65,1.0,0.0,65.0,0.0,Weepinbell,70,85,45,55,17.078251276599328,Grass,Poison,6.4,635f06c6d0384d8adc85cf0f
"['Chlorophyll', 'Gluttony']",1.0,1.0,1.0,0.5,0.5,0.5,2.0,2.0,1.0,0.25,1.0,2.0,1.0,1.0,2.0,1.0,1.0,0.5,0.0,105,5.4,490,45,65,1059860,Medium Slow,1.0,0.0,1.0,80,1.7,0.0,81.66666666666667,0.0,Victreebel,71,100,70,70,15.456030825826172,Grass,Poison,15.5,635f06c6d0384d8adc85cf10
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0.0,40,56.2,335,190,35,1250000,Slow,0.0,0.0,1.0,40,0.9,0.0,55.833333333333336,0.0,Tentacool,72,50,100,70,22.80655363900668,Water,Poison,45.5,635f06c6d0384d8adc85cf11
"['Clear Body', 'Liquid Ooze', 'Rain Dish']",0.5,1.0,1.0,2.0,0.5,0.5,0.5,1.0,1.0,1.0,2.0,0.5,1.0,0.5,2.0,1.0,0.5,0.5,0.0,70,21.5,515,60,65,1250000,Slow,1.0,0.0,1.0,80,1.6,0.0,85.83333333333333,0.0,Tentacruel,73,80,120,100,18.800856954464127,Water,Poison,55.0,635f06c6d0384d8adc85cf12
"['Rock Head', 'Sand Veil', 'Sturdy']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.0,80,125.0,300,255,100,1059860,Medium Slow,0.0,0.0,1.0,40,0.4,0.0,50.0,0.0,Geodude,74,30,30,20,29.43920288775949,Rock,Ground,20.0,635f06c6d0384d8adc85cf13
"['Galvanize', 'Magnet Pull', 'Sturdy']",1.0,1.0,1.0,0.5,1.0,2.0,0.5,0.25,1.0,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,80,126.9,300,255,100,1059860,Medium Slow,0.0,0.0,7.0,40,0.4,0.0,50.0,0.0,Alolan Geodude,74,30,30,20,29.43920288775949,Rock,Electric,20.3,635f06c6d0384d8adc85cf14
"['Rock Head', 'Sand Veil', 'Sturdy']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.0,95,105.0,390,120,115,1059860,Medium Slow,0.0,0.0,1.0,55,1.0,0.0,65.0,0.0,Graveler,75,45,45,35,29.43920288775949,Rock,Ground,105.0,635f06c6d0384d8adc85cf15
"['Galvanize', 'Magnet Pull', 'Sturdy']",1.0,1.0,1.0,0.5,1.0,2.0,0.5,0.25,1.0,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,95,110.0,390,120,115,1059860,Medium Slow,0.0,0.0,7.0,55,1.0,0.0,65.0,0.0,Alolan Graveler,75,45,45,35,29.43920288775949,Rock,Electric,110.0,635f06c6d0384d8adc85cf16
"['Rock Head', 'Sand Veil', 'Sturdy']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.0,120,153.1,495,45,130,1059860,Medium Slow,1.0,0.0,1.0,80,1.4,0.0,82.5,0.0,Golem,76,55,65,45,31.98306843732581,Rock,Ground,300.0,635f06c6d0384d8adc85cf17
"['Galvanize', 'Magnet Pull', 'Sturdy']",1.0,1.0,1.0,0.5,1.0,2.0,0.5,0.25,1.0,2.0,4.0,1.0,0.5,0.5,1.0,1.0,1.0,2.0,1.0,120,109.3,495,45,130,1059860,Medium Slow,1.0,0.0,7.0,80,1.7,0.0,82.5,0.0,Alolan Golem,76,55,65,45,31.98306843732581,Rock,Electric,316.0,635f06c6d0384d8adc85cf18
"['Flame Body', 'Flash Fire', 'Run Away']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,85,30.0,410,190,55,1000000,Medium Fast,0.0,0.0,1.0,50,1.0,0.0,68.33333333333333,0.0,Ponyta,77,65,65,90,14.624940645653536,Fire,,30.0,635f06c6d0384d8adc85cf19
"['Anticipation', 'Pastel Veil', 'Run Away']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,85,37.5,410,190,55,1000000,Medium Fast,0.0,1.0,8.0,50,0.8,0.0,68.33333333333333,0.0,Galarian Ponyta,77,65,65,90,14.624940645653536,Psychic,,24.0,635f06c6d0384d8adc85cf1a
"['Flame Body', 'Flash Fire', 'Run Away']",0.5,1.0,1.0,1.0,0.5,1.0,0.5,1.0,1.0,0.5,2.0,0.5,1.0,1.0,1.0,2.0,0.5,2.0,0.0,100,32.9,500,60,70,1000000,Medium Fast,1.0,0.0,1.0,65,1.7,0.0,83.33333333333333,0.0,Rapidash,78,80,80,105,14.624940645653536,Fire,,95.0,635f06c6d0384d8adc85cf1b
"['Anticipation', 'Pastel Veil', 'Run Away']",1.0,1.0,0.0,1.0,1.0,0.25,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,2.0,1.0,0.0,100,27.7,500,60,70,1000000,Medium Fast,1.0,1.0,8.0,65,1.7,0.0,83.33333333333333,0.0,Galarian Rapidash,78,80,80,105,14.624940645653536,Psychic,Fairy,80.0,635f06c6d0384d8adc85cf1c
"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,65,25.0,315,190,65,1000000,Medium Fast,0.0,0.0,1.0,90,1.2,0.0,52.5,0.0,Slowpoke,79,40,40,15,23.935677693908453,Water,Psychic,36.0,635f06c6d0384d8adc85cf1d
"['Gluttony', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,65,25.0,315,190,65,1000000,Medium Fast,0.0,1.0,8.0,90,1.2,0.0,52.5,0.0,Galarian Slowpoke,79,40,40,15,23.935677693908453,Psychic,,36.0,635f06c6d0384d8adc85cf1e
"['Oblivious', 'Own Tempo', 'Regenerator']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,75,30.7,490,75,110,1000000,Medium Fast,1.0,0.0,1.0,95,1.6,0.0,81.66666666666667,0.0,Slowbro,80,100,80,30,25.92724864350674,Water,Psychic,78.5,635f06c6d0384d8adc85cf1f
"['Shell Armor']",2.0,2.0,1.0,2.0,1.0,0.5,0.5,1.0,2.0,2.0,1.0,0.5,1.0,1.0,0.5,1.0,0.5,0.5,0.0,75,30.0,590,75,180,1000000,Medium Fast,1.0,0.0,6.0,95,2.0,0.0,98.33333333333331,1.0,Mega Slowbro,80,130,80,30,46.96334267868457,Water,Psychic,120.0,635f06c6d0384d8adc85cf20
"['Own Tempo', 'Quick Draw', 'Regenerator']",1.0,2.0,1.0,1.0,0.5,0.25,1.0,1.0,2.0,0.5,2.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,100,27.5,490,75,95,1000000,Medium Fast,1.0,1.0,8.0,95,1.6,0.0,81.66666666666667,0.0,Galarian Slowbro,80,100,70,30,25.27625148017184,Poison,Psychic,70.5,635f06c6d0384d8adc85cf21
"['Analytic', 'Magnet Pull', 'Sturdy']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,0.0,35,66.7,325,190,70,1000000,Medium Fast,0.0,0.0,1.0,25,0.3,0.0,54.16666666666666,0.0,Magnemite,81,95,55,45,23.169064624096407,Electric,Steel,6.0,635f06c6d0384d8adc85cf22
"['Analytic', 'Magnet Pull', 'Sturdy']",0.5,1.0,0.5,0.5,0.5,2.0,2.0,0.25,1.0,0.5,4.0,0.5,0.5,0.0,0.5,0.5,0.25,1.0,0.0,60,60.0,465,60,95,1000000,Medium Fast,0.0,0.0,1.0,50,1.0,0.0,77.5,0.0,Magneton,82,120,70,70,23.40761984198023,Electric,Steel,60.0,635f06c6d0384d8adc85cf23
"['Defiant', 'Inner Focus', 'Keen Eye']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,90,23.4,377,45,55,1000000,Medium Fast,1.0,0.0,1.0,52,0.8,0.0,62.833333333333336,0.0,"Farfetch'd",83,58,62,60,12.575328579758418,Normal,Flying,15.0,635f06c6d0384d8adc85cf24
"['Scrappy', 'Steadfast']",0.5,0.5,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,0.5,1.0,1.0,0.0,95,65.6,377,45,55,1000000,Medium Fast,0.0,1.0,8.0,52,0.8,0.0,62.833333333333336,0.0,"Galarian Farfetch'd",83,58,62,55,14.712995011968918,Fighting,,42.0,635f06c6d0384d8adc85cf25
"['Early Bird', 'Run Away', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,85,20.0,310,190,45,1000000,Medium Fast,0.0,0.0,1.0,35,1.4,0.0,51.66666666666666,0.0,Doduo,84,35,35,75,20.548046676563256,Normal,Flying,39.2,635f06c6d0384d8adc85cf26
"['Early Bird', 'Run Away', 'Tangled Feet']",0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,0.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,110,26.3,470,45,70,1000000,Medium Fast,1.0,0.0,1.0,60,1.8,0.0,78.33333333333333,0.0,Dodrio,85,60,60,110,22.66911751455907,Normal,Flying,85.2,635f06c6d0384d8adc85cf27
"['Hydration', 'Ice Body', 'Thick Fat']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,45,74.4,325,190,55,1000000,Medium Fast,0.0,0.0,1.0,65,1.1,0.0,54.16666666666666,0.0,Seel,86,45,70,45,10.172129679778086,Water,,90.0,635f06c6d0384d8adc85cf28
"['Hydration', 'Ice Body', 'Thick Fat']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0.0,70,41.5,475,75,80,1000000,Medium Fast,1.0,0.0,1.0,90,1.7,0.0,79.16666666666667,0.0,Dewgong,87,70,95,70,10.172129679778084,Water,Ice,120.0,635f06c6d0384d8adc85cf29
"['Poison Touch', 'Stench', 'Sticky Hold']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.0,80,37.0,325,190,50,1000000,Medium Fast,0.0,0.0,1.0,80,0.9,0.0,54.16666666666666,0.0,Grimer,88,40,50,25,20.08661798865658,Poison,,30.0,635f06c6d0384d8adc85cf2a
"['Gluttony', 'Poison Touch', 'Power of Alchemy']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,80,85.7,325,190,50,1000000,Medium Fast,0.0,0.0,7.0,80,0.7,0.0,54.16666666666666,0.0,Alolan Grimer,88,40,50,25,20.08661798865658,Poison,Dark,42.0,635f06c6d0384d8adc85cf2b
"['Poison Touch', 'Stench', 'Sticky Hold']",0.5,1.0,1.0,1.0,0.5,0.5,1.0,1.0,1.0,0.5,2.0,1.0,1.0,0.5,2.0,1.0,1.0,1.0,0.0,105,20.8,500,75,75,1000000,Medium Fast,1.0,0.0,1.0,105,1.2,0.0,83.33333333333333,0.0,Muk,89,65,100,50,21.34374745810949,Poison,,30.0,635f06c6d0384d8adc85cf2c
"['Gluttony', 'Poison Touch', 'Power of Alchemy']",1.0,0.5,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.5,2.0,1.0,1.0,0.5,0.0,1.0,1.0,1.0,1.0,105,52.0,500,75,75,1000000,Medium Fast,1.0,0.0,7.0,105,1.0,0.0,83.33333333333333,0.0,Alolan Muk,89,65,100,50,21.34374745810949,Poison,Dark,52.0,635f06c6d0384d8adc85cf2d
"['Overcoat', 'Shell Armor', 'Skill Link']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,65,44.4,305,190,100,1250000,Slow,0.0,0.0,1.0,30,0.3,0.0,50.833333333333336,0.0,Shellder,90,45,25,40,25.39958442354695,Water,,4.0,635f06c6d0384d8adc85cf2e
"['Overcoat', 'Shell Armor', 'Skill Link']",1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,0.25,1.0,1.0,1.0,2.0,1.0,0.5,0.0,95,58.9,525,60,180,1250000,Slow,1.0,0.0,1.0,50,1.5,0.0,87.5,0.0,Cloyster,91,85,45,70,44.97684589504545,Water,Ice,132.5,635f06c6d0384d8adc85cf2f
"['Levitate']",0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.0,35,0.1,310,190,30,1059860,Medium Slow,0.0,0.0,1.0,30,1.3,0.0,51.66666666666666,0.0,Gastly,92,100,35,80,27.78888666755511,Ghost,Poison,0.1,635f06c6d0384d8adc85cf30
"['Levitate']",0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.0,50,0.0,405,90,45,1059860,Medium Slow,0.0,0.0,1.0,45,1.6,0.0,67.5,0.0,Haunter,93,115,55,95,27.34806513570324,Ghost,Poison,0.1,635f06c6d0384d8adc85cf31
"['Cursed Body']",0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.0,65,18.0,500,45,60,1059860,Medium Slow,1.0,0.0,1.0,60,1.5,0.0,83.33333333333333,0.0,Gengar,94,130,75,110,27.028791233711427,Ghost,Poison,40.5,635f06c6d0384d8adc85cf32
"['Shadow Tag']",0.25,2.0,1.0,1.0,0.5,0.0,1.0,1.0,2.0,0.5,2.0,1.0,0.0,0.25,2.0,1.0,1.0,1.0,0.0,65,20.7,600,45,80,1059860,Medium Slow,1.0,0.0,6.0,60,1.4,0.0,100.0,1.0,Mega Gengar,94,170,95,130,38.83726732577014,Ghost,Poison,40.5,635f06c6d0384d8adc85cf33
"['Rock Head', 'Sturdy', 'Weak Armor']",1.0,1.0,1.0,0.0,1.0,2.0,0.5,0.5,1.0,4.0,2.0,2.0,0.5,0.25,1.0,0.5,2.0,4.0,0.0,45,2.7,385,45,160,1000000,Medium Fast,0.0,0.0,1.0,35,8.8,0.0,64.16666666666667,0.0,Onix,95,30,45,70,44.66697761085799,Rock,Ground,210.0,635f06c6d0384d8adc85cf34
"['Forewarn', 'Inner Focus', 'Insomnia']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,48,32.4,328,190,45,1000000,Medium Fast,0.0,0.0,1.0,60,1.0,0.0,54.66666666666666,0.0,Drowzee,96,43,90,42,16.888523387857866,Psychic,,32.4,635f06c6d0384d8adc85cf35
"['Forewarn', 'Inner Focus', 'Insomnia']",2.0,2.0,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.0,73,29.5,483,75,70,1000000,Medium Fast,1.0,0.0,1.0,85,1.6,0.0,80.5,0.0,Hypno,97,73,115,67,16.408839081421938,Psychic,,75.6,635f06c6d0384d8adc85cf36
"['Hyper Cutter', 'Sheer Force', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,105,40.6,325,225,90,1000000,Medium Fast,0.0,0.0,1.0,30,0.4,0.0,54.16666666666666,0.0,Krabby,98,25,25,50,32.06980234148976,Water,,6.5,635f06c6d0384d8adc85cf37
"['Hyper Cutter', 'Sheer Force', 'Shell Armor']",1.0,1.0,1.0,2.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,0.5,1.0,1.0,1.0,1.0,0.5,0.5,0.0,130,35.5,475,60,115,1000000,Medium Fast,1.0,0.0,1.0,55,1.3,0.0,79.16666666666667,0.0,Kingler,99,50,50,75,32.06980234148976,Water,,60.0,635f06c6d0384d8adc85cf38
"['Aftermath', 'Soundproof', 'Static']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,30,41.6,330,190,50,1000000,Medium Fast,0.0,0.0,1.0,40,0.5,0.0,55.0,0.0,Voltorb,100,55,55,100,21.9848432637882,Electric,,10.4,635f06c6d0384d8adc85cf39
"['Aftermath', 'Soundproof', 'Static']",1.0,1.0,1.0,0.5,1.0,1.0,1.0,0.5,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,0.0,50,46.3,490,60,70,1000000,Medium Fast,1.0,0.0,1.0,60,1.2,0.0,81.66666666666667,0.0,Electrode,101,80,80,150,32.36081306491266,Electric,,66.6,635f06c6d0384d8adc85cf3a
"['Chlorophyll', 'Harvest']",4.0,2.0,1.0,0.5,1.0,0.5,2.0,2.0,2.0,0.5,0.5,2.0,1.0,2.0,0.5,1.0,1.0,0.5,0.0,40,15.6,325,90,80,1250000,Slow,0.0,0.0,1.0,60,0.4,0.0,54.16666666666666,0.0,Exeggcute,102,60,45,40,14.264368973853074,Grass,Psychic,2.5,635f06c6d0384d8adc85cf3b
